source,chunk_id,text
aasld_hcv_guidance_2023_cleaned.txt,1307,"mg) to 12 weeks of sofosbuvir/velpatasvir among 219 DAA-naive participants with genotype 3 HCV Guidance: Recommendations for Testing, Managing, and Treating Hepatitis C | © 2014-2023 AASLD and IDSA v2023.1 Page 1 of 3 Treatment-Naive Genotype 3 With Compensated Cirrhosis Published on HCV Guidance (https://www.hcvguidelines.org) infection and cirrhosis (Jacobson, 2017). The SVR12 rate was 96% in both arms; 105/109 of those randomized to 12 weeks of sofosbuvir/velpatasvir achieved SVR."
aasld_hcv_guidance_2023_cleaned.txt,1308,"and Treating Hepatitis C | © 2014-2023 AASLD and IDSA v2023.1 Page 1 of 3 Treatment-Naive Genotype 3 With Compensated Cirrhosis Published on HCV Guidance (https://www.hcvguidelines.org) infection and cirrhosis (Jacobson, 2017). The SVR12 rate was 96% in both arms; 105/109 of those randomized to 12 weeks of sofosbuvir/velpatasvir achieved SVR. Four participants in the sofosbuvir/velpatasvir arm had the Y93H substitution; all achieved SVR12."
aasld_hcv_guidance_2023_cleaned.txt,1309,"of 3 Treatment-Naive Genotype 3 With Compensated Cirrhosis Published on HCV Guidance (https://www.hcvguidelines.org) infection and cirrhosis (Jacobson, 2017). The SVR12 rate was 96% in both arms; 105/109 of those randomized to 12 weeks of sofosbuvir/velpatasvir achieved SVR. Four participants in the sofosbuvir/velpatasvir arm had the Y93H substitution; all achieved SVR12. A real-world, pooled analysis of 12 cohort studies demonstrated an SVR of 96.9% (314/324) among adults with genotype 3 infection and compensated cirrhosis who were treated with 12 weeks of sofosbuvir/velpatasvir (Mangia, 2020)."
aasld_hcv_guidance_2023_cleaned.txt,1310,"of sofosbuvir/velpatasvir achieved SVR. Four participants in the sofosbuvir/velpatasvir arm had the Y93H substitution; all achieved SVR12. A real-world, pooled analysis of 12 cohort studies demonstrated an SVR of 96.9% (314/324) among adults with genotype 3 infection and compensated cirrhosis who were treated with 12 weeks of sofosbuvir/velpatasvir (Mangia, 2020). To explore whether ribavirin is required for patients with genotype 3 infection and cirrhosis, a randomized, open-label study of 204 genotype 3 patients with compensated cirrhosis (including participants with NS3/4 protease inhibitor and NS5B inhibitor treatment experience) was conducted at 29 sites in Spain."
aasld_hcv_guidance_2023_cleaned.txt,1311,"12 weeks of sofosbuvir/velpatasvir (Mangia, 2020). To explore whether ribavirin is required for patients with genotype 3 infection and cirrhosis, a randomized, open-label study of 204 genotype 3 patients with compensated cirrhosis (including participants with NS3/4 protease inhibitor and NS5B inhibitor treatment experience) was conducted at 29 sites in Spain. SVR12 was achieved in 91% without ribavirin (5% relapse rate) and 96% with ribavirin (2% relapse rate)."
aasld_hcv_guidance_2023_cleaned.txt,1312,"infection and cirrhosis, a randomized, open-label study of 204 genotype 3 patients with compensated cirrhosis (including participants with NS3/4 protease inhibitor and NS5B inhibitor treatment experience) was conducted at 29 sites in Spain. SVR12 was achieved in 91% without ribavirin (5% relapse rate) and 96% with ribavirin (2% relapse rate). Baseline NS5A RASs affected response rates."
aasld_hcv_guidance_2023_cleaned.txt,1313,"study of 204 genotype 3 patients with compensated cirrhosis (including participants with NS3/4 protease inhibitor and NS5B inhibitor treatment experience) was conducted at 29 sites in Spain. SVR12 was achieved in 91% without ribavirin (5% relapse rate) and 96% with ribavirin (2% relapse rate). Baseline NS5A RASs affected response rates. Among patients with Y93H RAS, 50% (2/4) treated with sofosbuvir/velpatasvir without ribavirin achieved SVR12 compared to 89% (8/9) among those receiving ribavirin as part of their treatment regimen (Esteban, 2018)."
aasld_hcv_guidance_2023_cleaned.txt,1314,"in 91% without ribavirin (5% relapse rate) and 96% with ribavirin (2% relapse rate). Baseline NS5A RASs affected response rates. Among patients with Y93H RAS, 50% (2/4) treated with sofosbuvir/velpatasvir without ribavirin achieved SVR12 compared to 89% (8/9) among those receiving ribavirin as part of their treatment regimen (Esteban, 2018). In 293 patients with genotype 3 infection (25% with cirrhosis and 4% with DAA experience) enrolled in a multicenter cohort study from Germany in which patients received 12 weeks of sofosbuvir/velpatasvir with or without ribavirin, there was only 1 virologic failure in a patient with DAA treatment experience (von Felden, 2018)."
aasld_hcv_guidance_2023_cleaned.txt,1315,"293 patients with genotype 3 infection (25% with cirrhosis and 4% with DAA experience) enrolled in a multicenter cohort study from Germany in which patients received 12 weeks of sofosbuvir/velpatasvir with or without ribavirin, there was only 1 virologic failure in a patient with DAA treatment experience (von Felden, 2018). All 5 genotype 3 cirrhotic patients with RASs were prescribed ribavirin along with sofosbuvir/velpatasvir and achieved SVR."
aasld_hcv_guidance_2023_cleaned.txt,1316,"multicenter cohort study from Germany in which patients received 12 weeks of sofosbuvir/velpatasvir with or without ribavirin, there was only 1 virologic failure in a patient with DAA treatment experience (von Felden, 2018). All 5 genotype 3 cirrhotic patients with RASs were prescribed ribavirin along with sofosbuvir/velpatasvir and achieved SVR. Pending further data on optimal therapy in the setting of a baseline Y93H substitution, patients with compensated cirrhosis should have ribavirin added to the regimen of sofosbuvir/velpatasvir or another regimen should be considered."
aasld_hcv_guidance_2023_cleaned.txt,1317,"All 5 genotype 3 cirrhotic patients with RASs were prescribed ribavirin along with sofosbuvir/velpatasvir and achieved SVR. Pending further data on optimal therapy in the setting of a baseline Y93H substitution, patients with compensated cirrhosis should have ribavirin added to the regimen of sofosbuvir/velpatasvir or another regimen should be considered. Another recent study provided information about use of sofosbuvir/velpatasvir therapy in patients with genotype 3b infection, a subtype rarely encountered in the United States."
aasld_hcv_guidance_2023_cleaned.txt,1318,"the setting of a baseline Y93H substitution, patients with compensated cirrhosis should have ribavirin added to the regimen of sofosbuvir/velpatasvir or another regimen should be considered. Another recent study provided information about use of sofosbuvir/velpatasvir therapy in patients with genotype 3b infection, a subtype rarely encountered in the United States. The single-arm, open-label, phase 3 trial enrolled patients from Asia (predominantly China) and treated them with 12 weeks of sofosbuvir/velpatasvir."
aasld_hcv_guidance_2023_cleaned.txt,1319,"or another regimen should be considered. Another recent study provided information about use of sofosbuvir/velpatasvir therapy in patients with genotype 3b infection, a subtype rarely encountered in the United States. The single-arm, open-label, phase 3 trial enrolled patients from Asia (predominantly China) and treated them with 12 weeks of sofosbuvir/velpatasvir. Ninety percent (60/67) of patients with cirrhosis achieved SVR12 (Wei, 2019)."
aasld_hcv_guidance_2023_cleaned.txt,1320,"about use of sofosbuvir/velpatasvir therapy in patients with genotype 3b infection, a subtype rarely encountered in the United States. The single-arm, open-label, phase 3 trial enrolled patients from Asia (predominantly China) and treated them with 12 weeks of sofosbuvir/velpatasvir. Ninety percent (60/67) of patients with cirrhosis achieved SVR12 (Wei, 2019). In the subset of 14 patients with genotype 3b infection and cirrhosis, however, only 50% (7/14) achieved SVR12."
aasld_hcv_guidance_2023_cleaned.txt,1321,"States. The single-arm, open-label, phase 3 trial enrolled patients from Asia (predominantly China) and treated them with 12 weeks of sofosbuvir/velpatasvir. Ninety percent (60/67) of patients with cirrhosis achieved SVR12 (Wei, 2019). In the subset of 14 patients with genotype 3b infection and cirrhosis, however, only 50% (7/14) achieved SVR12. All patients with genotype 3b enrolled in this trial had NS5A RASs at either A30K or L31M, or both."
aasld_hcv_guidance_2023_cleaned.txt,1322,"of sofosbuvir/velpatasvir. Ninety percent (60/67) of patients with cirrhosis achieved SVR12 (Wei, 2019). In the subset of 14 patients with genotype 3b infection and cirrhosis, however, only 50% (7/14) achieved SVR12. All patients with genotype 3b enrolled in this trial had NS5A RASs at either A30K or L31M, or both. The influence of subtype and RASs on SVR rates warrants consideration in the use of sofosbuvir/velpatasvir among cirrhotic patients with genotype 3 infection, although genotype 3b is rare in non-Asian populations."
aasld_hcv_guidance_2023_cleaned.txt,1323,"All patients with genotype 3b enrolled in this trial had NS5A RASs at either A30K or L31M, or both. The influence of subtype and RASs on SVR rates warrants consideration in the use of sofosbuvir/velpatasvir among cirrhotic patients with genotype 3 infection, although genotype 3b is rare in non-Asian populations. If NS5A resistance testing is unavailable, glecaprevir/pibrentasvir should be used."
aasld_hcv_guidance_2023_cleaned.txt,1324,"NS5A RASs at either A30K or L31M, or both. The influence of subtype and RASs on SVR rates warrants consideration in the use of sofosbuvir/velpatasvir among cirrhotic patients with genotype 3 infection, although genotype 3b is rare in non-Asian populations. If NS5A resistance testing is unavailable, glecaprevir/pibrentasvir should be used. If drug drug interactions or other considerations preclude the use of glecaprevir/pibrentasvir then a referral to a specialist in HCV treatment should be considered."
aasld_hcv_guidance_2023_cleaned.txt,1325,"sofosbuvir/velpatasvir among cirrhotic patients with genotype 3 infection, although genotype 3b is rare in non-Asian populations. If NS5A resistance testing is unavailable, glecaprevir/pibrentasvir should be used. If drug drug interactions or other considerations preclude the use of glecaprevir/pibrentasvir then a referral to a specialist in HCV treatment should be considered. Glecaprevir/Pibrentasvir SURVEYOR-II—a partially randomized, open-label, multicenter, 4-part, phase 2 trial—compared 12 weeks of the daily fixed-dose combination of glecaprevir (300 mg)/pibrentasvir (120 mg), administered as three 100 mg/40 mg fixed-dose combination pills, to glecaprevir/pibrentasvir plus ribavirin among 48 treatment-naive, genotype 3-infected participants with compensated cirrhosis."
aasld_hcv_guidance_2023_cleaned.txt,1326,"HCV treatment should be considered. Glecaprevir/Pibrentasvir SURVEYOR-II—a partially randomized, open-label, multicenter, 4-part, phase 2 trial—compared 12 weeks of the daily fixed-dose combination of glecaprevir (300 mg)/pibrentasvir (120 mg), administered as three 100 mg/40 mg fixed-dose combination pills, to glecaprevir/pibrentasvir plus ribavirin among 48 treatment-naive, genotype 3-infected participants with compensated cirrhosis. All patients treated with 12 weeks of glecaprevir/pibrentasvir, with or without ribavirin, achieved SVR12 (Kwo, 2016b)."
aasld_hcv_guidance_2023_cleaned.txt,1327,"weeks of the daily fixed-dose combination of glecaprevir (300 mg)/pibrentasvir (120 mg), administered as three 100 mg/40 mg fixed-dose combination pills, to glecaprevir/pibrentasvir plus ribavirin among 48 treatment-naive, genotype 3-infected participants with compensated cirrhosis. All patients treated with 12 weeks of glecaprevir/pibrentasvir, with or without ribavirin, achieved SVR12 (Kwo, 2016b). A recent real-world cohort of 723 Italian treatment-naive and -experienced patients with or without cirrhosis were treated with glecaprevir/pibrentasvir according to the manufacturer’s prescribing information."
aasld_hcv_guidance_2023_cleaned.txt,1328,"among 48 treatment-naive, genotype 3-infected participants with compensated cirrhosis. All patients treated with 12 weeks of glecaprevir/pibrentasvir, with or without ribavirin, achieved SVR12 (Kwo, 2016b). A recent real-world cohort of 723 Italian treatment-naive and -experienced patients with or without cirrhosis were treated with glecaprevir/pibrentasvir according to the manufacturer’s prescribing information. One hundred percent (21/21) of patients with genotype 3 infection who received 12 or 16 weeks of glecaprevir/pibrentasvir (likely indicative of more advanced liver disease or treatment experience) achieved SVR12, compared to 95.8% (46/48) who received an 8-week regimen (D’Ambrosio 2019)."
aasld_hcv_guidance_2023_cleaned.txt,1329,"treated with glecaprevir/pibrentasvir according to the manufacturer’s prescribing information. One hundred percent (21/21) of patients with genotype 3 infection who received 12 or 16 weeks of glecaprevir/pibrentasvir (likely indicative of more advanced liver disease or treatment experience) achieved SVR12, compared to 95.8% (46/48) who received an 8-week regimen (D’Ambrosio 2019). Comparably high SVR12 rates were reported with 12 weeks of glecaprevir/pibrentasvir among cirrhotic persons with genotype 3 infection in other real-world cohorts (Drysdale, 2019); (Sterling, 2019)."
aasld_hcv_guidance_2023_cleaned.txt,1330,"glecaprevir/pibrentasvir (likely indicative of more advanced liver disease or treatment experience) achieved SVR12, compared to 95.8% (46/48) who received an 8-week regimen (D’Ambrosio 2019). Comparably high SVR12 rates were reported with 12 weeks of glecaprevir/pibrentasvir among cirrhotic persons with genotype 3 infection in other real-world cohorts (Drysdale, 2019); (Sterling, 2019). EXPEDITION-8 included an evaluation of glecaprevir/pibrentasvir for a reduced duration of 8 weeks in treatment-naive patients with compensated cirrhosis including genotype 3 (n=63)."
aasld_hcv_guidance_2023_cleaned.txt,1331,"2019). Comparably high SVR12 rates were reported with 12 weeks of glecaprevir/pibrentasvir among cirrhotic persons with genotype 3 infection in other real-world cohorts (Drysdale, 2019); (Sterling, 2019). EXPEDITION-8 included an evaluation of glecaprevir/pibrentasvir for a reduced duration of 8 weeks in treatment-naive patients with compensated cirrhosis including genotype 3 (n=63). Patients with a prior history of decompensation, hepatocellular carcinoma, and HIV or HBV coinfection were excluded from this study."
aasld_hcv_guidance_2023_cleaned.txt,1332,"in other real-world cohorts (Drysdale, 2019); (Sterling, 2019). EXPEDITION-8 included an evaluation of glecaprevir/pibrentasvir for a reduced duration of 8 weeks in treatment-naive patients with compensated cirrhosis including genotype 3 (n=63). Patients with a prior history of decompensation, hepatocellular carcinoma, and HIV or HBV coinfection were excluded from this study. Among the participants with genotype 3, 95% (60/63) achieved SVR12 with a single participant experiencing virologic failure (relapse) and 2 participants lost to follow-up (Brown, 2019)."
aasld_hcv_guidance_2023_cleaned.txt,1333,"cirrhosis including genotype 3 (n=63). Patients with a prior history of decompensation, hepatocellular carcinoma, and HIV or HBV coinfection were excluded from this study. Among the participants with genotype 3, 95% (60/63) achieved SVR12 with a single participant experiencing virologic failure (relapse) and 2 participants lost to follow-up (Brown, 2019). HCV Guidance: Recommendations for Testing, Managing, and Treating Hepatitis C | © 2014-2023 AASLD and IDSA v2023.1 Page 2 of 3 Treatment-Naive Genotype 3 With Compensated Cirrhosis Published on HCV Guidance (https://www.hcvguidelines.org) Alternative Regimen Sofosbuvir/Velpatasvir/Voxilaprevir POLARIS-3 was a randomized, phase 3 trial that compared 8 weeks of sofosbuvir (400 mg)/velpatasvir (100 mg)/voxilaprevir (100 mg) to 12 weeks of sofosbuvir (400 mg)/velpatasvir (100 mg) among 219 DAA-naive participants with genotype 3 infection and cirrhosis (Jacobson, 2017)."
aasld_hcv_guidance_2023_cleaned.txt,1334,"Compensated Cirrhosis Published on HCV Guidance (https://www.hcvguidelines.org) Alternative Regimen Sofosbuvir/Velpatasvir/Voxilaprevir POLARIS-3 was a randomized, phase 3 trial that compared 8 weeks of sofosbuvir (400 mg)/velpatasvir (100 mg)/voxilaprevir (100 mg) to 12 weeks of sofosbuvir (400 mg)/velpatasvir (100 mg) among 219 DAA-naive participants with genotype 3 infection and cirrhosis (Jacobson, 2017). Thirty-one percent of participants were interferon treatment experienced."
aasld_hcv_guidance_2023_cleaned.txt,1335,"Regimen Sofosbuvir/Velpatasvir/Voxilaprevir POLARIS-3 was a randomized, phase 3 trial that compared 8 weeks of sofosbuvir (400 mg)/velpatasvir (100 mg)/voxilaprevir (100 mg) to 12 weeks of sofosbuvir (400 mg)/velpatasvir (100 mg) among 219 DAA-naive participants with genotype 3 infection and cirrhosis (Jacobson, 2017). Thirty-one percent of participants were interferon treatment experienced. The SVR12 rate was 96% in both arms, 106/110 of patients randomized to 8 weeks of sofosbuvir/velpatasvir/voxilaprevir and 105/109 of those randomized to 12 weeks of sofosbuvir/velpatasvir."
aasld_hcv_guidance_2023_cleaned.txt,1336,"mg)/velpatasvir (100 mg) among 219 DAA-naive participants with genotype 3 infection and cirrhosis (Jacobson, 2017). Thirty-one percent of participants were interferon treatment experienced. The SVR12 rate was 96% in both arms, 106/110 of patients randomized to 8 weeks of sofosbuvir/velpatasvir/voxilaprevir and 105/109 of those randomized to 12 weeks of sofosbuvir/velpatasvir. There were 2 virologic failures in each arm (2 relapses in the sofosbuvir/velpatasvir/voxilaprevir arm; 1 virologic breakthrough and 1 relapse in the sofosbuvir/velpatasvir arm)."
aasld_hcv_guidance_2023_cleaned.txt,1337,"SVR12 rate was 96% in both arms, 106/110 of patients randomized to 8 weeks of sofosbuvir/velpatasvir/voxilaprevir and 105/109 of those randomized to 12 weeks of sofosbuvir/velpatasvir. There were 2 virologic failures in each arm (2 relapses in the sofosbuvir/velpatasvir/voxilaprevir arm; 1 virologic breakthrough and 1 relapse in the sofosbuvir/velpatasvir arm). Baseline RASs had no effect on treatment response."
aasld_hcv_guidance_2023_cleaned.txt,1338,"of patients randomized to 8 weeks of sofosbuvir/velpatasvir/voxilaprevir and 105/109 of those randomized to 12 weeks of sofosbuvir/velpatasvir. There were 2 virologic failures in each arm (2 relapses in the sofosbuvir/velpatasvir/voxilaprevir arm; 1 virologic breakthrough and 1 relapse in the sofosbuvir/velpatasvir arm). Baseline RASs had no effect on treatment response. Among the 6 participants with Y93H in the sofosbuvir/velpatasvir/voxilaprevir arm and 4 in the sofosbuvir/velpatasvir arm, all achieved SVR12."
aasld_hcv_guidance_2023_cleaned.txt,1339,"were 2 virologic failures in each arm (2 relapses in the sofosbuvir/velpatasvir/voxilaprevir arm; 1 virologic breakthrough and 1 relapse in the sofosbuvir/velpatasvir arm). Baseline RASs had no effect on treatment response. Among the 6 participants with Y93H in the sofosbuvir/velpatasvir/voxilaprevir arm and 4 in the sofosbuvir/velpatasvir arm, all achieved SVR12. Additionally, no patients receiving sofosbuvir/velpatasvir/voxilaprevir with virologic failure developed RASs."
aasld_hcv_guidance_2023_cleaned.txt,1340,"the sofosbuvir/velpatasvir/voxilaprevir arm; 1 virologic breakthrough and 1 relapse in the sofosbuvir/velpatasvir arm). Baseline RASs had no effect on treatment response. Among the 6 participants with Y93H in the sofosbuvir/velpatasvir/voxilaprevir arm and 4 in the sofosbuvir/velpatasvir arm, all achieved SVR12. Additionally, no patients receiving sofosbuvir/velpatasvir/voxilaprevir with virologic failure developed RASs. Although an 8-week regimen was studied in POLARIS-3, a 12-week regimen of sofosbuvir/velpatasvir/voxilaprevir was approved by the FDA for the indication of retreatment of DAA-experienced patients and could be considered as an alternative regimen for patients with cirrhosis and Y93H."
aasld_hcv_guidance_2023_cleaned.txt,1341,"Additionally, no patients receiving sofosbuvir/velpatasvir/voxilaprevir with virologic failure developed RASs. Although an 8-week regimen was studied in POLARIS-3, a 12-week regimen of sofosbuvir/velpatasvir/voxilaprevir was approved by the FDA for the indication of retreatment of DAA-experienced patients and could be considered as an alternative regimen for patients with cirrhosis and Y93H. Last update: October 24, 2022 HCV Guidance: Recommendations for Testing, Managing, and Treating Hepatitis C | © 2014-2023 AASLD and IDSA v2023.1 Page 3 of 3 Treatment-Naive Genotype 4 Published on HCV Guidance (https://www.hcvguidelines.org) Treatment-Naive Genotype 4 The following pages include guidance for management of treatment-naive patients with genotype 4 infection."
aasld_hcv_guidance_2023_cleaned.txt,1342,"update: October 24, 2022 HCV Guidance: Recommendations for Testing, Managing, and Treating Hepatitis C | © 2014-2023 AASLD and IDSA v2023.1 Page 3 of 3 Treatment-Naive Genotype 4 Published on HCV Guidance (https://www.hcvguidelines.org) Treatment-Naive Genotype 4 The following pages include guidance for management of treatment-naive patients with genotype 4 infection. Treatment-Naive Genotype 4 Without Cirrhosis Treatment-Naive Genotype 4 With Compensated Cirrhosis Simplified HCV Treatment for Treatment-Naive Adults Without Cirrhosis Last update: October 24, 2022 HCV Guidance: Recommendations for Testing, Managing, and Treating Hepatitis C | © 2014-2023 AASLD and IDSA v2023.1 Page 1 of 1 Treatment-Naive Genotype 4 Without Cirrhosis Published on HCV Guidance (https://www.hcvguidelines.org) Treatment-Naive Genotype 4 Without Cirrhosis Recommended and alternative regimens listed by pangenotypic, evidence level and alphabetically for: Treatment-Naive Genotype 4 Patients Without Cirrhosis RECOMMENDED DURATION RATING Daily fixed-dose combination of glecaprevir (300 mg)/pibrentasvir (120 mg)a 8 weeks I, A Daily fixed-dose combination of sofosbuvir (400 mg)/velpatasvir (100 mg) 12 weeks I, A Daily fixed-dose combination of elbasvir (50 mg)/grazoprevir (100 mg) 12 weeks I, A Daily fixed-dose combination of ledipasvir (90 mg)/sofosbuvir (400 mg)b 12 weeks I, A a Dosing is 3 coformulated tablets (glecaprevir [100 mg]/pibrentasvir [40 mg]) taken once daily."
aasld_hcv_guidance_2023_cleaned.txt,1343,"of sofosbuvir (400 mg)/velpatasvir (100 mg) 12 weeks I, A Daily fixed-dose combination of elbasvir (50 mg)/grazoprevir (100 mg) 12 weeks I, A Daily fixed-dose combination of ledipasvir (90 mg)/sofosbuvir (400 mg)b 12 weeks I, A a Dosing is 3 coformulated tablets (glecaprevir [100 mg]/pibrentasvir [40 mg]) taken once daily. Please refer to the prescribing information."
aasld_hcv_guidance_2023_cleaned.txt,1344,"12 weeks I, A Daily fixed-dose combination of elbasvir (50 mg)/grazoprevir (100 mg) 12 weeks I, A Daily fixed-dose combination of ledipasvir (90 mg)/sofosbuvir (400 mg)b 12 weeks I, A a Dosing is 3 coformulated tablets (glecaprevir [100 mg]/pibrentasvir [40 mg]) taken once daily. Please refer to the prescribing information. b An 8-week regimen can be considered in patients with favorable baseline characteristics (ie, no cirrhosis, HCV RNA <6 million IU/mL, and absence of genotype 4r)."
aasld_hcv_guidance_2023_cleaned.txt,1345,"12 weeks I, A a Dosing is 3 coformulated tablets (glecaprevir [100 mg]/pibrentasvir [40 mg]) taken once daily. Please refer to the prescribing information. b An 8-week regimen can be considered in patients with favorable baseline characteristics (ie, no cirrhosis, HCV RNA <6 million IU/mL, and absence of genotype 4r). Recommended Regimens Glecaprevir/Pibrentasvir Based on favorable data for 12 weeks of treatment for noncirrhotic patients in part 4 of the phase 2 SURVEYOR-2 study (100% SVR12 in 34 patients with genotype 4, 5, or 6) (Kwo, 2017b), ENDURANCE-4 enrolled 121 DAA-naive or -experienced (sofosbuvir plus ribavirin ± peginterferon) genotype 4, 5, or 6 patients without cirrhosis to receive 12 weeks of the daily fixed-dose combination of glecaprevir (300 mg)/pibrentasvir (120 mg) administered as three 100 mg/40 mg fixed-dose combination pills (Asselah, 2018b)."
aasld_hcv_guidance_2023_cleaned.txt,1346,"5, or 6) (Kwo, 2017b), ENDURANCE-4 enrolled 121 DAA-naive or -experienced (sofosbuvir plus ribavirin ± peginterferon) genotype 4, 5, or 6 patients without cirrhosis to receive 12 weeks of the daily fixed-dose combination of glecaprevir (300 mg)/pibrentasvir (120 mg) administered as three 100 mg/40 mg fixed-dose combination pills (Asselah, 2018b). Of those enrolled, 86% had fibrosis stage F0 to F1 and 68% were treatment naive."
aasld_hcv_guidance_2023_cleaned.txt,1347,"peginterferon) genotype 4, 5, or 6 patients without cirrhosis to receive 12 weeks of the daily fixed-dose combination of glecaprevir (300 mg)/pibrentasvir (120 mg) administered as three 100 mg/40 mg fixed-dose combination pills (Asselah, 2018b). Of those enrolled, 86% had fibrosis stage F0 to F1 and 68% were treatment naive. The genotype distribution was 63% genotype 4, 21% genotype 5, and 16% genotype 6."
aasld_hcv_guidance_2023_cleaned.txt,1348,"the daily fixed-dose combination of glecaprevir (300 mg)/pibrentasvir (120 mg) administered as three 100 mg/40 mg fixed-dose combination pills (Asselah, 2018b). Of those enrolled, 86% had fibrosis stage F0 to F1 and 68% were treatment naive. The genotype distribution was 63% genotype 4, 21% genotype 5, and 16% genotype 6. The overall SVR12 rate for the intention-to-treat population was 99% (120/121), including 99% (75/76) for genotype 4, 100% for genotype 5 (26/26), and 100% (19/19) for genotype 6."
aasld_hcv_guidance_2023_cleaned.txt,1349,"F0 to F1 and 68% were treatment naive. The genotype distribution was 63% genotype 4, 21% genotype 5, and 16% genotype 6. The overall SVR12 rate for the intention-to-treat population was 99% (120/121), including 99% (75/76) for genotype 4, 100% for genotype 5 (26/26), and 100% (19/19) for genotype 6. Genotype 4, 5, and 6 patients were not included in the randomized study to compare an 8-week versus 12-week course of glecaprevir/pibrentasvir for DAA-naive, noncirrhotic patients."
aasld_hcv_guidance_2023_cleaned.txt,1350,"for the intention-to-treat population was 99% (120/121), including 99% (75/76) for genotype 4, 100% for genotype 5 (26/26), and 100% (19/19) for genotype 6. Genotype 4, 5, and 6 patients were not included in the randomized study to compare an 8-week versus 12-week course of glecaprevir/pibrentasvir for DAA-naive, noncirrhotic patients. However, part 4 of the SURVEYOR-2 study investigated an 8-week course of glecaprevir/pibrentasvir in DAA-naive patients without cirrhosis (Asselah, 2018b)."
aasld_hcv_guidance_2023_cleaned.txt,1351,"(19/19) for genotype 6. Genotype 4, 5, and 6 patients were not included in the randomized study to compare an 8-week versus 12-week course of glecaprevir/pibrentasvir for DAA-naive, noncirrhotic patients. However, part 4 of the SURVEYOR-2 study investigated an 8-week course of glecaprevir/pibrentasvir in DAA-naive patients without cirrhosis (Asselah, 2018b). In the intention-to- treat analysis, 93% (43/46) of patients with genotype 4, 100% (2/2) with genotype 5, and 90% (9/10) with genotype 6 achieved SVR12; there were no known virologic failures."
aasld_hcv_guidance_2023_cleaned.txt,1352,"part 4 of the SURVEYOR-2 study investigated an 8-week course of glecaprevir/pibrentasvir in DAA-naive patients without cirrhosis (Asselah, 2018b). In the intention-to- treat analysis, 93% (43/46) of patients with genotype 4, 100% (2/2) with genotype 5, and 90% (9/10) with genotype 6 achieved SVR12; there were no known virologic failures. EXPEDITION-1 investigated use of glecaprevir/pibrentasvir in treatment-naive (75%) or -experienced (interferon or peginterferon ± ribavirin, or sofosbuvir plus ribavirin ± peginterferon) patients with compensated cirrhosis."
aasld_hcv_guidance_2023_cleaned.txt,1353,"(43/46) of patients with genotype 4, 100% (2/2) with genotype 5, and 90% (9/10) with genotype 6 achieved SVR12; there were no known virologic failures. EXPEDITION-1 investigated use of glecaprevir/pibrentasvir in treatment-naive (75%) or -experienced (interferon or peginterferon ± ribavirin, or sofosbuvir plus ribavirin ± peginterferon) patients with compensated cirrhosis. Of 146 patients with genotype 1, 2, 4, 5, or 6 given 12 weeks of glecaprevir/pibrentasvir, 99% (145/146) achieved SVR12, including 100% (16/16) with genotype 4, 100% (2/2) with genotype 5, and 100% (7/7) with genotype 6 (Forns, 2017)."
aasld_hcv_guidance_2023_cleaned.txt,1354,"ribavirin, or sofosbuvir plus ribavirin ± peginterferon) patients with compensated cirrhosis. Of 146 patients with genotype 1, 2, 4, 5, or 6 given 12 weeks of glecaprevir/pibrentasvir, 99% (145/146) achieved SVR12, including 100% (16/16) with genotype 4, 100% (2/2) with genotype 5, and 100% (7/7) with genotype 6 (Forns, 2017). Based on these studies, glecaprevir/pibrentasvir was approved for treatment of genotype 4-infected, DAA-naive, noncirrhotic patients for a HCV Guidance: Recommendations for Testing, Managing, and Treating Hepatitis C | © 2014-2023 AASLD and IDSA v2023.1 Page 1 of 2 Treatment-Naive Genotype 4 Without Cirrhosis Published on HCV Guidance (https://www.hcvguidelines.org) duration of 8 weeks."
aasld_hcv_guidance_2023_cleaned.txt,1355,"these studies, glecaprevir/pibrentasvir was approved for treatment of genotype 4-infected, DAA-naive, noncirrhotic patients for a HCV Guidance: Recommendations for Testing, Managing, and Treating Hepatitis C | © 2014-2023 AASLD and IDSA v2023.1 Page 1 of 2 Treatment-Naive Genotype 4 Without Cirrhosis Published on HCV Guidance (https://www.hcvguidelines.org) duration of 8 weeks. A meta-analysis of real-world cohorts that examined glecaprevir/pibrentasvir treatment response among adults demonstrated an SVR12 of 98.3% (n=55) among noncirrhotic participants with genotype 4 infection with 8 weeks of treatment (Lampertico, 2020)."
aasld_hcv_guidance_2023_cleaned.txt,1356,"Page 1 of 2 Treatment-Naive Genotype 4 Without Cirrhosis Published on HCV Guidance (https://www.hcvguidelines.org) duration of 8 weeks. A meta-analysis of real-world cohorts that examined glecaprevir/pibrentasvir treatment response among adults demonstrated an SVR12 of 98.3% (n=55) among noncirrhotic participants with genotype 4 infection with 8 weeks of treatment (Lampertico, 2020). Sofosbuvir/Velpatasvir The daily fixed-dose combination of sofosbuvir (400 mg)/velpatasvir (100 mg) for 12 weeks was approved by the FDA for the treatment of genotype 4 infection in patients with or without cirrhosis."
